period,oil_price,oil_prod,gs_impo,gs_exp,gs_imp_cvm,gs_exp_cvm,g_imp,g_exp,g_imp_cvm,g_exp_cvm,ind_prod,cpi_index,epu
1999-06-01,15.91,73037.8,21908,20582,29542,30679,16589,13464,21255,19493,82.8234012993544,166,49.61611
1999-07-01,18.05,74660.9,22009,21106,29408,31353,16776,13950,21212,20033,83.4242128546967,166.7,48.86079
1999-08-01,19.56,74583.9,22661,21834,30411,32498,17442,14572,22157,21019,83.5702788513091,167.1,43.78325
1999-09-01,21.64,74698.3,22347,21983,30036,32535,17033,14525,21668,20957,84.0744996367394,167.8,55.62635
1999-10-01,21.62,75298.3,22605,22082,30447,32596,17152,14411,21901,20864,84.6412269524642,168.1,60.05671
1999-11-01,23.14,75297.3,22985,22357,30748,32854,17446,14564,22073,21012,85.398214419253,168.4,43.94888
1999-12-01,24.35,74616.5,22829,22212,30348,32484,17315,14453,21708,20573,85.5997327128565,168.8,25.34095
2000-01-01,25.29,75684.66,23267,22298,30973,32936,17831,14649,22434,21097,85.4289913632021,169.3,30.08247
2000-02-01,27.39,76268.81,23037,22247,30628,33079,17634,14664,22172,21056,86.0583098153651,170,36.6259
2000-03-01,27.7,76317.8,23367,22988,30760,33972,17889,15339,22209,21779,86.5150808859783,171,45.16381
2000-04-01,24.29,76934.26,23962,22997,31752,34222,18340,15179,22976,21884,87.1411984616559,170.9,42.74244
2000-05-01,26.35,77479.41,23897,23175,31212,33922,18142,15150,22323,21435,87.8483415925384,171.2,53.87834
2000-06-01,28.91,77228.85,24737,24088,31929,34791,18911,15881,22975,22105,87.7997988300601,172.2,51.1505
2000-07-01,28,77784.08,25369,23344,32789,33930,19520,15044,23834,21157,87.9800923915701,172.7,30.86351
2000-08-01,28.8,78683.68,25174,24143,32355,35047,19312,15901,23451,22308,88.5135451375529,172.7,29.02702
2000-09-01,30.56,78877.37,24989,23757,32033,34477,19098,15732,23104,22029,88.1898279326123,173.6,57.47051
2000-10-01,29.71,79242.54,25272,23930,32388,34634,19339,16117,23383,22579,88.3441120560037,173.9,47.63079
2000-11-01,30,79932.04,26297,24435,33640,35091,20325,16613,24489,23045,88.618438624953,174.2,84.58302
2000-12-01,25.19,78288.17,26299,24697,34084,35914,20300,16529,24847,23380,88.8984780039232,174.6,64.91441
2001-01-01,24.49,78332.57,26440,25603,34030,36689,20420,16950,24926,23873,87.7852974525392,175.6,60.0407
2001-02-01,24.97,78212.11,26623,25872,34144,36784,20575,16895,25047,23636,87.7719367265321,176,61.49486
2001-03-01,23.01,78940.55,26501,25294,34209,36385,20412,16346,25086,23252,87.2505857417695,176.1,88.12577
2001-04-01,22.99,77925.5,26362,24716,34020,35496,20224,16023,24853,22627,86.5846559995575,176.4,100.30788
2001-05-01,24.63,77302.48,26333,24361,33968,34909,20146,15912,24729,22312,86.4148938206104,177.3,67.84627
2001-06-01,23.95,75729.66,27045,24653,35018,35323,20823,16277,25643,22842,86.2180383160888,177.7,68.24093
2001-07-01,22.76,77716.44,25953,24129,33948,34868,19725,15715,24593,22437,85.2653509277227,177.4,84.65529
2001-08-01,23.77,77874.62,26369,23904,34848,34309,20180,15474,25483,21922,85.9810579723644,177.4,81.41273
2001-09-01,22.51,77442.27,25100,23556,33357,34088,18999,15221,24212,21782,85.1146669808653,178.1,156.5578
2001-10-01,18.76,77443.5,25549,24075,34260,35310,19538,15889,25184,22976,84.5602095830666,177.6,123.40408
2001-11-01,16.06,77951.06,25082,23348,33590,34511,19101,15258,24588,22172,84.1915751847455,177.5,127.88529
2001-12-01,15.95,77206.82,25142,22799,33961,33831,19096,14688,24834,21395,84.3144948307788,177.4,76.56446
2002-01-01,17.04,76695.07,25646,23988,34401,35146,19473,15790,25203,22866,84.66564620949,177.7,56.76797
2002-02-01,18.24,76819.9,26271,23788,35426,34979,19970,15526,25973,22587,85.1388349875513,178,67.61252
2002-03-01,22.29,76617.38,26576,24207,35612,35238,20187,15957,26082,22955,85.8198488698907,178.5,60.03963
2002-04-01,23.98,76120.5,27259,24395,36475,35464,20819,16156,26929,23345,85.9741435756374,179.3,67.45938
2002-05-01,24.44,76781.03,27619,25669,37056,37365,21144,17328,27494,25186,86.6404174805818,179.5,57.54758
2002-06-01,23.45,76456.98,26795,24257,35937,35167,20288,15643,26362,22656,86.6246936830483,179.6,84.5201
2002-07-01,24.99,76893.23,27432,25333,37280,36696,20891,16395,27529,23672,86.8405762678821,180,77.99051
2002-08-01,25.68,76721.91,26192,24051,35470,34791,19618,14919,25692,21516,87.0017232963786,180.5,81.16083
2002-09-01,27.14,77284.69,26503,24531,36045,35903,19897,15438,26178,22736,87.1265731474402,180.8,114.33852
2002-10-01,25.99,78736.4,26852,24000,36549,34961,20208,15061,26670,22137,86.9801857534355,181.2,114.01022
2002-11-01,23.68,79023.17,26871,23281,36719,34031,20174,14422,26783,21349,87.4236059095302,181.5,167.06781
2002-12-01,26.68,77081.52,26079,23747,35482,34443,19313,14769,25465,21496,87.0285394723396,181.8,166.51314
2003-01-01,30.3,77533.67,27224,25556,36761,36594,20390,16349,26802,23438,87.7611407736664,182.6,194.32832
2003-02-01,32.23,79328.86,27079,25482,36523,36236,20201,16094,26544,22706,87.8634113065767,183.6,220.16109
2003-03-01,29.23,79803.44,27566,25137,36957,35718,20679,15716,26977,22115,87.807984512912,183.9,273.18542
2003-04-01,24.48,78663.57,26936,26029,36304,37207,20043,16659,26363,23715,87.4140791104386,183.2,226.82066
2003-05-01,25.15,78614.02,27157,24697,36710,35272,20216,15337,26723,21873,87.0926780832848,182.9,124.13572
2003-06-01,27.22,77908.76,27058,23930,36575,33981,20008,14463,26486,20510,87.3571319040655,183.1,125.28983
2003-07-01,27.95,78740.4,27288,25333,36646,35978,20116,15708,26434,22336,87.9678826053921,183.7,73.56979
2003-08-01,28.5,79299.48,27199,25280,36415,35779,19964,15556,26167,22035,87.7149424352428,184.5,90.74358
2003-09-01,25.66,80085.76,27839,24491,37367,34988,20643,14793,27168,21285,88.3000853720176,185.1,58.72573
2003-10-01,27.32,81129.68,28039,25544,37781,36519,20937,15935,27623,22855,89.2894052408514,184.9,73.45626
2003-11-01,27.47,81497.17,27689,24939,37370,35800,20658,15374,27275,22112,89.456206384103,185,75.54927
2003-12-01,28.63,82836.44,28303,25535,38293,36701,21267,15893,28127,22814,89.7740984751584,185.5,80.86126
2004-01-01,30.11,82776.95,28093,24715,38244,35738,20988,14900,28017,21679,90.1010312623761,186.3,65.19389
2004-02-01,30.69,82790.68,27576,25271,38096,36794,20373,15243,27628,22332,90.6245093880552,186.7,68.73473
2004-03-01,32.16,82695.08,27837,25687,38219,37243,20538,15460,27609,22507,90.5260810283713,187.1,77.10777
2004-04-01,32.34,82569.96,28649,26170,39026,37762,21269,15805,28339,22901,91.200683406018,187.4,78.17436
2004-05-01,35.68,82147.57,28584,25808,38669,36872,21146,15410,27952,22028,91.4354879911806,188.2,87.14658
2004-06-01,33.45,83793.3,28802,25823,39243,37054,21326,15503,28448,22323,91.2179463484544,188.9,69.11719
2004-07-01,35.89,84409.86,29139,26269,39965,37612,21624,16016,29063,22959,91.669656035905,189.1,80.4566
2004-08-01,39.46,83355.69,29562,26375,40138,37493,21976,16019,29136,22728,90.917366937139,189.2,80.71109
2004-09-01,40.42,83907.35,29471,27061,39594,37992,21766,16355,28516,22847,91.4790485407758,189.8,78.46118
2004-10-01,45.36,84804.74,30319,27625,40436,38056,22483,16492,29332,22532,91.7077020949962,190.8,94.68281
2004-11-01,39.89,84651.92,30110,28081,40320,38929,22183,16694,29166,23106,91.7412819450045,191.7,128.97977
2004-12-01,34.07,84314.77,30627,28468,41617,40075,22678,17152,30334,24202,91.5103182182285,191.7,76.16023
2005-01-01,37.56,84629.64,30401,27350,40792,38008,22468,16269,29605,22603,92.8090261670829,191.6,49.03665
2005-02-01,39.72,85025.2,29686,26960,39807,37425,21756,16014,28602,22174,92.7053942405698,192.4,57.14407
2005-03-01,45.73,85150.02,30523,27658,41012,38092,22549,16575,29672,22683,92.674118288284,193.1,74.87571
2005-04-01,45.25,85610.18,31528,28580,42464,39790,23490,17186,30975,24037,93.518121462195,193.7,82.25068
2005-05-01,43.19,85899.56,31101,28752,41827,39727,23025,17059,30314,23671,93.1217134040806,193.6,79.33299
2005-06-01,49.28,85409.48,31393,29780,41868,41193,23331,17937,30455,25038,93.554228777995,193.7,86.56476
2005-07-01,52.79,85073.38,32136,29679,42154,40441,24116,17807,30908,24329,93.5428013853635,194.9,64.43832
2005-08-01,58.67,85323.4,32762,29880,42820,40817,24770,18023,31708,24762,93.5392382421615,196.1,63.62027
2005-09-01,58.79,84633.62,32632,30511,42789,41808,24618,18644,31721,25710,93.6453054449554,198.8,120.47766
